,index,county,state,season,title,latitude,longitude,date,number,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,precip_type,pressure,wind_bearing,wind_speed,Class A,Class B,Class C,cluster
10,15,Silver Bow County,Montana,Winter,Report 1757: Two separate sets of large footprints found,46.05292,-112.571,1988-12-15,1757.0,c2pvyrsm9w,20.285600662231445,11.874351501464844,7.145601272583008,3.613099813461304,0.7002616119384766,0.3310000228881836,No Precipitation,826.2509155273438,349.6111755371094,8.608818054199219,0,1,0,5
11,16,Silver Bow County,Montana,Summer,Report 25662: Hiker spots a bigfoot in the mountains east of Butte,45.9754,-112.4554,2007-08-15,25662.0,c80j9186p7,83.23340606689453,69.76339721679688,55.51340103149414,22.532150268554688,0.1917244911193847,0.0323750019073486,No Precipitation,805.9443969726562,295.579833984375,8.304061889648438,1,0,0,5
12,17,Yancey County,North Carolina,Summer,Report 30860: Daylight sighting by camper at Black Mountain Campground near Blue Ridge Parkway,35.75278,-82.22121,2011-08-21,30860.0,dnme3h874c,78.45980072021484,69.71855163574219,63.24979782104492,64.93729400634766,0.8605286407470704,0.4223749923706055,rain,911.7091674804688,244.0156707763672,7.28657865524292,1,0,0,1
13,18,Warren County,New Jersey,Summer,Report 13276: Motorist has nightime sighting near Harmony,40.76345,-75.11044,2005-12-21,13276.0,dr4xfuf0rc,28.272199630737305,20.6484489440918,13.78219985961914,11.70470142364502,0.6829852294921875,0.286833324432373,No Precipitation,995.3351440429688,280.6195678710937,8.313096046447754,0,1,0,6
14,19,Warren County,New Jersey,Winter,Report 17550: Nighttime sighting by motorist near Mansfield,40.8192,-74.85561,2007-03-31,17550.0,dr6b0wgv1f,54.86720275878906,45.10219955444336,36.23720169067383,26.54720115661621,0.4925924682617187,0.3430000305175781,No Precipitation,998.6674194335938,12.425921440124512,8.304061889648438,1,0,0,6
15,21,Warren County,New Jersey,Summer,Report 49883: Recollection of a possible late night stalking on Waterloo Road in Allamuchy,40.89452,-74.79077,2015-10-02,49883.0,dr6bdhe5be,54.9202995300293,49.62529373168945,44.39030075073242,45.1440544128418,0.8520389556884765,0.856875,rain,999.6339721679688,31.703733444213867,13.27956771850586,0,1,0,6
16,22,Taos County,New Mexico,Spring,Report 4904: Professor and students discover series of large footprints crossing high mountain trail,36.599,-105.4113,2000-05-17,4904.0,9wt01q9uds,55.12820053100586,40.053199768066406,29.748199462890625,6.569450378417969,0.260374755859375,0.234375,snow,686.5153198242188,255.4430694580078,21.26209259033203,0,1,0,5
17,23,Taos County,New Mexico,Fall,"Report 16207: Possible vocalizations, knocks heard by hunters in the Gallegos peak area",36.19625,-105.5596,2006-10-02,16207.0,9wkvvvmf7n,64.27849578857422,52.32725143432617,41.5984992980957,24.34100151062012,0.3511841201782226,0.1415000057220459,No Precipitation,731.788818359375,282.3515319824219,6.770390510559082,0,1,0,5
18,25,Taos County,New Mexico,Winter,Report 28886: Couple driving home has night time sighting near Tres Piedras,36.65339,-105.9678,2011-02-20,28886.0,9ws8s8s97r,41.63719940185547,29.67470359802246,22.197200775146484,21.732200622558597,0.7277967071533203,0.6959166717529297,snow,745.5087890625,229.74249267578125,17.84139060974121,1,0,0,5
19,26,Washoe County,Nevada,Summer,Report 5697: Three boys encounter sasquatch in eroded terrain,39.679,-119.6665,1972-08-15,5697.0,9r4cszmdbm,75.58970642089844,60.92719650268555,51.28969955444336,26.2622013092041,0.2974222373962402,0.0470000028610229,No Precipitation,850.8068237304688,197.8546295166016,14.643383026123049,1,0,0,0
20,27,Washoe County,Nevada,Summer,Report 5770: Four feral dogs chase sasquatch,39.679,-119.6665,1972-08-25,5770.0,9r4cszmdbm,82.42970275878906,73.1484375,64.78970336914062,28.46344947814941,0.1968856048583984,0.0045000001788139,No Precipitation,852.1444702148438,67.53675079345703,8.573869705200195,0,1,0,0
21,28,Washington County,Ohio,Summer,"Report 3180: Early evening sighting by two children, near Layman",39.40877,-81.73172,1978-07-04,3180.0,dpjbhnhu8z,72.24259948730469,68.6688461303711,65.22260284423828,61.21384811401367,0.7741387176513672,0.8815000152587891,rain,981.0335083007812,78.2586669921875,6.945516109466553,1,0,0,1
22,29,Washington County,Ohio,Winter,Report 7220: A man relates a series of occurrences on the family farm involving an upright walking hair covered creature,39.54739,-81.39101,1978-11-01,7220.0,dpn0gzkuhp,60.9962043762207,51.10369491577149,42.90620040893555,43.31119918823242,0.7707371520996094,0.0047499999403953,No Precipitation,991.7620239257812,93.56886291503906,7.109296798706055,1,0,0,1
23,30,Washington County,Ohio,Summer,Report 4073: White hair covered creature seen at the edge of a cornfield,39.46019,-81.54855,1984-07-04,4073.0,dpn02rd0m0,83.0281982421875,72.4382095336914,66.28820037841797,63.77195358276367,0.7493021392822266,0.4382916641235351,rain,979.120849609375,194.52249145507807,7.86775541305542,1,0,0,1
24,31,Washington County,Ohio,Summer,Report 7085: Three boys playing games witness a huge creature walking through their front yard,39.3731,-81.65929,1990-07-01,7085.0,dnvzvz9sbt,79.59290313720703,72.58789825439453,68.16290283203125,68.20040130615234,0.8703134155273438,0.3433749771118164,rain,987.3541870117188,282.4278259277344,10.542418479919434,1,0,0,1
25,32,Washington County,Ohio,Fall,Report 26830: Group finds possible Bigfoot track in Wayne National Forest - w/photos of track and cast,39.42635,-81.37085,2009-10-31,26830.0,dpn0k37e1u,64.25240325927734,57.37115478515625,49.13240051269531,51.7649040222168,0.8256660461425781,0.7387084197998047,rain,978.7975463867188,203.67947387695312,13.869399070739746,0,1,0,1
26,34,Washington County,Rhode Island,Summer,Report 6643: Mother and son see sasquatch closeup from road,41.432,-71.65183,1978-07-15,6643.0,drm59w2wzk,68.39240264892578,66.41614532470703,63.712398529052734,64.0311508178711,0.920973892211914,0.6920000457763672,rain,1006.8246459960938,268.835205078125,9.745723724365234,1,0,0,6
27,35,Washington County,Rhode Island,Fall,Report 16746: Possible stick formation found by hiker in the Great Swamp,41.4596,-71.58906,2006-11-03,16746.0,drm5fgqrtv,46.42250061035156,41.40874862670898,36.432498931884766,26.626251220703125,0.5666766738891602,0.1440000057220459,No Precipitation,1015.8412475585938,317.4999389648437,11.428421974182127,0,1,0,6
28,37,Sanders County,Montana,Spring,Report 8999: Woman reports riverbank sighting,47.62167,-115.3903,2004-03-14,8999.0,c2myyjr274,47.2046012878418,39.524600982666016,32.80459976196289,31.8971004486084,0.7508551788330078,0.51625,rain,935.8059692382812,230.24305725097656,12.262760162353516,1,0,0,4
29,38,Richland County,Montana,Winter,Report 1695: Motorist sees long-haired upright animal walking across snow-covered road,47.70667,-104.1922,1979-12-31,1695.0,c8mzmh9x3z,37.21099853515625,23.73725128173828,15.610998153686523,16.195999145507812,0.746263656616211,0.2348750114440917,No Precipitation,945.9287109375,231.0411834716797,5.106047630310059,1,0,0,5
30,39,Ravalli County,Montana,Fall,Report 13383: Hunting guide recalls an encouter with a Bigfoot crouching behind a root ball in Bowls Creek,46.02962,-113.1198,1991-10-11,13383.0,c2ptcgktvx,66.70580291748047,48.9720458984375,33.85580062866211,29.280799865722656,0.5149531173706055,0.0,No Precipitation,762.22412109375,214.36790466308597,5.222329616546631,1,0,0,5
31,40,Phillips County,Montana,Winter,Report 33257: Tow truck driver watches a creature drag an elk away from accident site south of Malta on Hwy. 191,47.66724,-108.6873,2011-01-08,33257.0,c86xnv83f3,35.99420166015625,28.580446243286133,24.654199600219727,25.606698989868164,0.8892925262451172,0.6983333587646484,snow,901.6566772460938,236.02328491210935,19.60536003112793,1,0,0,5
32,41,Park County,Montana,Spring,"Report 1693: While scouting a timbered hill at 7000', hikers see a bipedal animal stand up & walk away",46.01833,-110.3308,1989-05-20,1693.0,c81tc37s4n,44.66300201416016,31.24175262451172,20.722999572753903,10.935501098632812,0.4306363296508789,0.1101250076293945,No Precipitation,735.94287109375,256.35076904296875,19.94069099426269,1,0,0,5
33,42,Missoula County,Montana,Summer,Report 1614: Young horseback rider has a face-to-face encounter in the Rattlesnake Wilderness Area,46.97694,-113.8381,1977-07-14,1614.0,c2r51xcss0,74.93360137939453,59.53984451293945,46.85359954833984,38.0223503112793,0.4789581298828125,0.1038749980926513,No Precipitation,875.7409057617188,188.1300048828125,6.90577507019043,1,0,0,4
34,43,Meagher County,Montana,Spring,Report 36281: Close daylight sighting by a fisherman near White Sulphur Springs,46.76389,-110.7781,2010-05-29,36281.0,c834p1jg7h,47.97499847412109,38.56999588012695,32.04499816894531,34.23875045776367,0.8627872467041016,0.895333251953125,snow,816.1599731445312,305.7067565917969,10.851179122924805,1,0,0,5
35,44,Madison County,Montana,Fall,Report 30384: Cousins view a large biped figure on opening day near Virginia City,45.12266,-111.563,1978-10-21,30384.0,c808tq6699,47.12900161743164,38.26400375366211,32.54899978637695,29.128999710083008,0.6989118957519531,0.6317916870117187,snow,769.1707153320312,248.1335601806641,4.926481246948242,0,1,0,5
36,45,Lincoln County,Montana,Summer,Report 10260: Four climbers report repeated vocalizations,48.27011,-115.6418,1978-07-04,10260.0,c2tf8e21yb,56.9911994934082,49.94119644165039,42.14119720458984,45.70744705200195,0.8593929290771485,0.8513750457763671,rain,805.5286254882812,204.01077270507807,3.906752824783325,0,1,0,4
37,46,Lewis And Clark County,Montana,Summer,Report 1530: Fly Fisherman sees a hairy bipedal creature while trout fishing,46.76472,-111.8861,1977-08-16,1530.0,c826jcr00z,76.9738998413086,62.26264572143555,51.05390167236328,47.78765487670898,0.6338005065917969,0.0770000028610229,No Precipitation,895.9464721679688,72.55681610107422,8.947999954223633,1,0,0,5
38,47,Jefferson County,Montana,Winter,"Report 63148: Possible Daylight Sighting near Tizer Lakes, reported by snowmobilers",46.24,-111.75,2019-03-09,63148.0,c80x11dps2,19.58180046081543,12.955548286437988,6.8917999267578125,6.43804931640625,0.7499720001220703,0.6152500534057617,snow,785.4191284179688,328.6640014648437,6.10582160949707,0,1,0,5
39,48,Granite County,Montana,Fall,"Report 1518: Campers hear something ""running"" through camp & find very large footprints",46.18694,-113.6925,1994-09-30,1518.0,c2pnub5dkt,60.25640106201172,49.557647705078125,39.64640045166016,36.98765182495117,0.6549273681640625,0.4796249771118164,No Precipitation,798.8400268554688,15.642325401306152,7.618947505950928,0,1,0,4
40,49,Glacier County,Montana,Fall,Report 1517: Horse-riding witnesses see hairy bipedal animal cross trail on Blackfeet Reservation,48.36139,-113.1236,1982-10-02,1517.0,c2xe1gcvt0,46.663700103759766,41.73994827270508,39.01369857788086,33.86494827270508,0.7358263397216797,0.5963333129882813,rain,834.8232421875,249.61068725585935,15.951864242553713,1,0,0,4
41,50,Gallatin County,Montana,Summer,"Report 1454: Three backpackers see a large, massive upright animal running on two legs through the brush in Gallatin Nat'l Forest",45.22417,-111.125,1993-06-03,1454.0,c80cr2c1zu,38.772499084472656,32.65250015258789,27.162498474121094,27.60500144958496,0.8329522705078125,0.9990833282470704,snow,704.1132202148438,35.355655670166016,5.241458415985107,1,0,0,5
42,51,Flathead County,Montana,Fall,Report 21907: Possible sighting and wood knocks heard near Swan Lake,47.60413,-113.7593,2010-03-20,21907.0,c2rng6540j,47.0551986694336,35.39645004272461,27.075199127197266,19.16645050048828,0.5239215087890625,0.119375,No Precipitation,897.4183959960938,156.51856994628906,5.279509544372559,0,1,0,4
43,52,Flathead County,Montana,Fall,Report 36759: Deer hunter on the Flathead Indian Reservation passes a tall biped on the roadside,47.57549,-144.0265,2012-09-16,36759.0,bb3wdsg576,61.96999740600586,60.75874710083008,58.90999984741211,57.45499801635742,0.8894707489013672,0.863416748046875,rain,1023.120849609375,170.3909454345703,25.62317276000977,0,1,0,4
44,53,Flathead County,Montana,Spring,Report 62969: Daylight sighting by motorist on Crane Mountain outside Kalispell,47.98521,-113.9818,2019-06-12,62969.0,c2wbyr2ype,73.51339721679688,58.91090393066406,39.67340087890625,44.99464797973633,0.6396127319335938,0.11,No Precipitation,859.65283203125,45.000144958496094,4.7030229568481445,1,0,0,4
45,54,Gallatin County,Montana,Spring,Report 63362: Three field biologists describe possible sasquatch vocalizations outside Big Sky,45.14665,-111.0834,1993-07-03,63362.0,c810b4xw31,53.09149932861328,38.05400085449219,32.39149856567383,34.450252532958984,0.8872406005859375,0.985291748046875,snow,724.2033081054688,205.4383087158203,6.710999965667725,0,1,0,5
46,55,Gallatin County,Montana,Summer,Report 50297: Horse boarder hears possible vocalizations late at night west of Belgrade,45.7922,-111.3637,2015-11-26,50297.0,c80u9b5qvs,16.011499404907227,9.26149845123291,2.6915016174316406,2.399000406265259,0.7393546295166016,0.519666633605957,No Precipitation,870.1149291992188,8.746061325073242,5.405954837799072,0,1,0,5
47,56,Gallatin County,Montana,Spring,Report 51959: Possible tracks found along hiking trail outside Bozeman,45.61331,-110.7897,2016-05-30,51959.0,c815qztkuc,56.99660110473633,45.4278450012207,34.67660140991211,33.54410171508789,0.6671599578857422,0.4883750534057617,rain,789.42529296875,276.5567932128906,11.548208236694336,0,1,0,5
48,57,Glacier County,Montana,Summer,Report 12636: Video taken of running biped near Avalanche in Glacier National Park,48.68,-113.82,2003-06-18,12636.0,c2xhcvyv9c,89.19139862060547,72.54139709472656,54.36140060424805,52.14889907836914,0.5591838073730468,0.0289999985694885,No Precipitation,894.1083984375,100.75796508789062,7.227968215942383,0,1,0,4
49,58,Granite County,Montana,Summer,Report 34024: After exploring old gold mines a rock is thrown at a moving vehicle near Georgetown,46.30766,-113.1424,2010-10-22,34024.0,c2px3qh1wv,50.14759826660156,36.38509750366211,25.127599716186523,24.002599716186523,0.6289350509643554,0.3935000228881836,No Precipitation,757.02587890625,242.29251098632807,4.529580116271973,0,1,0,5
50,59,Lewis And Clark County,Montana,Winter,Report 1533: Motorist & passenger see white creature standing off I-15,47.07444,-111.9625,1981-12-20,1533.0,c827u1xkkx,41.07469940185547,35.040950775146484,29.01469993591309,26.32219886779785,0.7166400909423828,0.2677916717529296,No Precipitation,879.158447265625,230.14422607421875,14.206270217895508,0,1,0,5
51,60,Lewis And Clark County,Montana,Summer,Report 1519: Boys observe hairy man-like creature several times,47.04333,-112.7031,1982-06-30,1519.0,c2rge7up72,68.0719985961914,54.15950012207031,43.41200256347656,44.548248291015625,0.7602362823486328,0.6852916717529297,rain,753.18505859375,149.71212768554688,9.691658020019531,1,0,0,5
52,61,Lewis And Clark County,Montana,Fall,Report 562: Hunting party reports frightening vocalization,47.07954,-112.5649,1990-11-10,562.0,c2rgyd8dpw,43.283302307128906,37.68080520629883,35.45330047607422,31.452049255371094,0.7895902252197265,0.2078750038146972,rain,832.32958984375,248.6307678222656,18.191362380981445,0,1,0,5
53,62,Lewis And Clark County,Montana,Summer,Report 5627: Woman reports afternoon sighting,46.83285,-112.702,1994-07-12,5627.0,c2rf7msvjh,71.17970275878906,59.47220230102539,44.62969970703125,33.252201080322266,0.397177734375,0.1667500114440918,rain,819.7158203125,275.5722045898437,10.15558624267578,1,0,0,5
54,63,Lewis And Clark County,Montana,Summer,Report 6170: Boy Scouts watch creature eating leaves along Dearborn River,47.12806,-111.9094,2004-01-18,6170.0,c82kj7qhcg,35.25979995727539,19.26605033874512,10.59980010986328,14.124798774719238,0.8040189361572265,0.4603750228881836,No Precipitation,891.7614135742188,210.2872772216797,9.629499435424805,1,0,0,5
55,66,Meagher County,Montana,Winter,Report 41782: Man-like figure seen running along a tree-line off Hwy. 12 near Checkerboard,46.59692,-110.6268,2012-12-02,41782.0,c8334dsn8x,42.295997619628906,33.62600326538086,24.38599967956543,28.64974975585937,0.8201787567138672,0.5046667098999024,rain,796.5521850585938,206.40103149414065,13.470381736755373,0,1,0,5
56,67,Mineral County,Montana,Spring,Report 65664: Sighting by trucker on Hwy 90 at Lookout Pass outside Tammany,47.43904,-115.6545,2020-04-15,65664.0,c2mvbhnbqy,40.809200286865234,35.60795211791992,31.809200286865234,28.6216983795166,0.7828907012939453,0.8672916412353515,snow,876.958740234375,57.70945739746094,12.219836235046388,1,0,0,4
57,68,Missoula County,Montana,Summer,Report 1649: Witnesses hear two powerful vocalizations near their property on the Flathead Reservation,47.03222,-114.0906,1989-07-13,1649.0,c2qgeccy83,78.29330444335938,64.97704315185547,58.31330108642578,57.40205001831055,0.807724609375,0.7804583740234375,rain,887.4048461914062,257.47119140625,6.409698009490967,0,0,1,4
58,69,Missoula County,Montana,Summer,Report 9873: Woman reports sighting at the edge of backyard,47.06032,-114.0717,2004-07-20,9873.0,c2qgsppd0x,78.9791030883789,68.21285247802734,59.62909698486328,57.00035095214844,0.7064086151123047,0.3695000076293945,rain,883.2151489257812,239.7984619140625,9.196219444274902,1,0,0,4
59,70,Missoula County,Montana,Winter,Report 10357: Two men report powerful vocalizations behind neighborhood,46.75889,-114.08,2005-01-23,10357.0,c2qfh01qr2,52.03219985961914,39.97220230102539,34.30220031738281,30.79594993591309,0.7114662933349609,0.441875,No Precipitation,906.964599609375,175.76870727539062,4.718955993652344,0,1,0,4
60,71,Missoula County,Montana,Fall,Report 36727: Biologist observes a biped on a ridge outside Missoula,46.96508,-114.0725,2006-09-13,36727.0,c2qghjwzqj,82.533203125,68.29444885253906,54.99319839477539,32.4182014465332,0.2786115455627441,0.1221250057220459,No Precipitation,883.947265625,235.89405822753903,10.418272972106934,0,1,0,4
61,74,Missoula County,Montana,Summer,Report 40412: Morning hike turns a veterinarian and her family into believers near Missoula,46.5252,-113.5911,2012-07-20,40412.0,c2r0xjtkzt,80.37229919433594,68.55980682373047,53.10230255126953,43.0035514831543,0.434739990234375,0.1368750095367431,No Precipitation,812.9359741210938,168.972900390625,9.51711368560791,0,1,0,4
62,75,Missoula County,Montana,Summer,"Report 59607: Campers describe stalking, rock-throwing and snapped trees in Lolo National Forest",46.93335,-113.8334,2018-06-19,59607.0,c2r4cxvn9d,54.8114013671875,48.07640075683594,44.19139862060547,47.13515090942383,0.966214599609375,0.9890833282470703,rain,822.0204467773438,83.66018676757812,3.613984107971192,0,1,0,4
63,76,Park County,Montana,Summer,Report 2995: A van driver and passenger observe a large animal walking,45.66722,-110.8069,2001-08-22,2995.0,c815y92yu4,78.43190002441406,62.60689926147461,45.13190078735352,42.01565170288086,0.5301223754882812,0.0822499942779541,No Precipitation,827.00732421875,169.4519805908203,5.8333821296691895,1,0,0,5
64,77,Ravalli County,Montana,Fall,Report 21839: Trucker couple report daytime road-crossing sighting near Sula,45.82285,-114.0125,2005-09-20,21839.0,c2nuttf9kn,70.9916000366211,52.93535232543945,37.24160003662109,32.52035140991211,0.4862022018432617,0.0125000011920928,No Precipitation,834.0370483398438,202.6278533935547,9.017635345458984,1,0,0,4
65,78,Roosevelt County,Montana,Fall,Report 1700: Witnesses hear unusual screams while hunting & note local Indian stories regarding Bigfoot,48.03278,-105.8642,1984-10-27,1700.0,c8s9r0051r,47.57630157470703,30.04129981994629,23.996299743652344,22.676300048828125,0.7454312133789063,1.0,snow,935.088134765625,355.9058532714844,18.963111877441406,0,0,1,5
66,79,Sanders County,Montana,Winter,Report 63381: Daylight sighting by motorists near the Flathead River,47.25335,-114.45,2017-12-01,63381.0,c2qsgdhn9w,30.1289005279541,24.69515037536621,20.67889976501465,18.13265037536621,0.7627224731445312,0.935,snow,823.13330078125,199.3680877685547,8.081114768981934,1,0,0,4
67,80,Cascade County,Montana,Spring,"Report 1208: Vocalizing, smelly animal circles cabin",47.17833,-111.9744,1982-03-14,1208.0,c82k7uw9xq,48.19820022583008,37.31945037841797,26.95819854736328,26.373199462890625,0.6651813507080078,0.555916633605957,rain,879.22998046875,222.13177490234372,10.704927444458008,0,0,1,5
68,81,Carbon County,Montana,Summer,Report 36008: Photograph taken of a figure sitting by a creek outside Red Lodge,45.28074,-109.5528,2012-06-30,36008.0,c841e5456t,82.09310150146484,67.61060333251953,49.60309982299805,43.764347076416016,0.4491332626342773,0.0633750009536743,No Precipitation,838.9138793945312,11.602856636047363,6.044041633605957,0,1,0,5
69,82,Broadwater County,Montana,Winter,Report 37974: Elk hunter finds large bi-pedal tracks on Mount Baldy,46.48392,-111.2644,2012-11-24,37974.0,c82bkn5srw,29.20549964904785,20.925500869750977,14.175500869750977,14.137999534606934,0.7477024841308594,0.6136250305175781,snow,776.2080078125,212.85972595214844,8.686936378479004,0,1,0,5
70,83,Big Horn County,Montana,Winter,Report 17292: Late night sighting by motorist near Decker Montana,45.0262,-106.8331,2007-01-15,17292.0,c8h00uy88k,27.79520034790039,12.498950958251951,5.925201416015625,-0.551049530506134,0.5636765670776367,0.1269999980926513,No Precipitation,900.3234252929688,299.349365234375,11.600090980529783,1,0,0,5
71,84,Beaverhead County,Montana,Fall,Report 40524: Photo taken of a possible print near Lake Esler and memory told of a daylight sighting near Deerhead Lake,45.3705,-112.9707,2012-06-24,40524.0,c2pdj73nrf,75.26570129394531,61.39070129394531,46.555702209472656,32.15570068359375,0.373390769958496,0.0154999983310699,No Precipitation,763.9314575195312,171.35829162597656,12.156197547912598,1,0,0,5
72,85,Yadkin County,North Carolina,Unknown,Report 3439: Young boy startles creature under house porch.,36.09945,-80.7704,1971-10-01,3439.0,dnqt658y93,75.00379943847656,70.3200454711914,68.5238037109375,65.12255096435547,0.8434317779541015,0.867750015258789,rain,977.37158203125,95.81683349609376,13.782533645629885,1,0,0,1
73,86,Warren County,North Carolina,Fall,Report 7246: Hunter has daytime sighting near Shocco Creek,36.21335,-78.09365,1983-11-15,7246.0,dq2qnbmyn1,60.92060089111328,48.3243522644043,42.56060028076172,43.73434829711914,0.8478082275390625,0.861875,rain,1004.884765625,153.72914123535156,13.005417823791504,1,0,0,1
74,87,Transylvania County,North Carolina,Fall,Report 58022: Mother and daughter see 9' tall white-furred creature while camping in Pisgah NF outside Brevard.,35.1685,-82.488,2011-09-10,58022.0,dnm24fnp67,75.02449798583984,62.9532585144043,51.53450012207031,52.490753173828125,0.7280970001220703,0.2348750114440917,No Precipitation,918.36962890625,323.3437805175781,5.703253269195557,1,0,0,1
75,88,Swain County,North Carolina,Summer,Report 4763: Hikers find footprint in Great Smoky Mountains National Park.,35.5131,-83.5582,1975-07-12,4763.0,dnkd48fybc,77.27899932861328,67.84025573730469,60.80900192260742,58.281497955322266,0.7574082946777344,0.3954999923706054,rain,925.2996215820312,182.2167510986328,3.362948417663574,0,1,0,1
76,89,Surry County,North Carolina,Winter,Report 10776: Mother and daughter find footprints in their front yard in Pilot Mountain.,36.38287,-80.46865,1999-01-16,10776.0,dnqybzk98d,51.47510147094727,37.69385147094727,30.145099639892575,25.198850631713867,0.6140371704101563,0.0616250038146972,No Precipitation,978.1043090820312,234.80833435058597,9.493423461914062,0,1,0,1
77,90,Stokes County,North Carolina,Winter,Report 19015: Possible vocalization and approach to tents reported by campers on private land near Pilot Mountain,36.48615,-80.375,2007-05-10,19015.0,dnqze40enz,76.92530059814453,67.52405548095703,61.98530197143555,60.23405075073242,0.8028646087646485,0.7601666259765625,No Precipitation,975.560791015625,84.84998321533203,5.101144790649414,0,1,0,1
78,91,Stanly County,North Carolina,Fall,"Report 3337: Woman witnesses a 7 foot tall, silver-black sasquatch while driving",35.2256,-80.26915,1994-11-30,3337.0,dnqbmktgcp,57.75530242919922,48.117801666259766,41.82530212402344,40.1640510559082,0.7880606842041016,0.589708366394043,rain,1006.00439453125,340.3556213378906,5.716399192810059,1,0,0,1
79,92,Sampson County,North Carolina,Fall,Report 6267: Two young men are confronted in broad daylight by a large creature near Falcon,35.18637,-78.63611,1976-11-15,6267.0,dq204t6zmy,41.27359771728516,39.09860610961914,37.3135986328125,37.19735336303711,0.9283441162109376,1.0,rain,1010.576904296875,63.13142776489258,9.182605743408203,1,0,0,1
80,93,Rutherford County,North Carolina,Spring,Report 14801: Daylight sighting by fishermen on Broad River,35.451,-82.287,1991-03-15,14801.0,dnm3xt8mjc,57.21889877319336,46.08139419555664,39.03889846801758,33.17764663696289,0.6389152908325195,0.6713750457763672,No Precipitation,960.1439819335938,356.3965148925781,9.204379081726074,1,0,0,1
81,94,Robeson County,North Carolina,Fall,Report 49977: Motorist has a nighttime sighting on I-95 near Rowland,34.5287,-79.26708,2015-10-13,49977.0,dnpskjz2r0,76.23320007324219,68.30194854736328,62.10320281982422,60.32194900512695,0.7644795989990234,0.208125,No Precipitation,1003.0617065429688,229.2291717529297,14.409128189086914,1,0,0,1
